@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
KSAR;0.6657991742137754;-1.565527481040608;161.086;1.5842994854319712;738.657;33.528;9;;;;;;;;162.4584;158.496
KSAS;0.5801687858786747;-2.023754533415667;-25.6032;1.4781715288586321;1531.682;20.445;7;;;;;;;;-25.6032;-25.6032
KSAT;0.515487630208917;-1.7186470280291097;239.014;2.2999142540666857;1681.964;29.548;13;L;576.6816;0.05235987755982989;543.815;0.05235987755982989;;;242.9256;237.4392
KSAT;0.5154828142826;-1.7187226550421353;239.014;2.2996521056130357;2590.47;44.547;13;R;841.898;0.05235987755982989;886.0;0.05235987755982989;;;246.5832;237.4392
KSAT;0.515432320202176;-1.7184716729153413;239.014;0.708791997335988;2592.665;44.525;4;;814.617;0.05235987755982989;861.523;0.05235987755982989;;;239.5728;230.12400000000002
KSAV;0.5607501868446519;-1.417271906499892;10.21;1.581565357345552;2846.632;45.72;10;;1118.516;0.05235987755982989;1118.516;0.05235987755982989;;;5.1816;14.020800000000001
KSAV;0.560707943622195;-1.4172085836031916;10.21;6.276975949299766;2130.663;45.72;1;;760.532;0.05235987755982989;760.532;0.05235987755982989;;;8.8392;12.8016
KSAW;0.809023605731952;-1.525336869187922;363.32160000000005;0.15589700630498457;3768.435;42.44;1;;1579.417;0.05235987755982989;1579.417;0.05235987755982989;;;359.35920000000004;367.284
KSAZ;0.8094991711411601;-1.6546873523471273;392.125;2.52798567766982;1007.018;19.55;14;;;;;;;;392.5824;391.668
KSBA;0.6008332995757585;-2.0915792776742217;3.403;2.8919555926831664;1273.575;22.86;15;L;;;;;65.916;;3.3528000000000002;3.3528000000000002
KSBA;0.6008291097783794;-2.091599618087196;3.403;2.8921449609070073;1275.823;28.565;15;R;;;;;;;3.3528000000000002;3.3528000000000002
KSBA;0.6008768594244867;-2.0916830317255184;3.403;1.5453108545243501;1852.0;45.72;7;;;;636.431;0.05235987755982989;;;3.3528000000000002;3.6576000000000004
KSBD;0.5950763014651077;-2.0461348549639875;341.833;1.228078937017235;3045.811;60.166;6;;1218.105;0.05235987755982989;1218.105;0.05235987755982989;;;330.4032;353.26320000000004
KSBM;0.7639024664611035;-1.5333106933830394;227.228;2.26003766944882;1524.175;20.355;13;;457.288;0.05235987755982989;457.288;0.05235987755982989;;;230.12400000000002;225.55200000000002
KSBM;0.7639445809467694;-1.5332934036418997;227.228;0.6119674485272348;2082.129;27.868;4;;736.264;0.05235987755982989;736.264;0.05235987755982989;;;226.77120000000002;226.46640000000002
KSBN;0.7280480530265819;-1.5065840617267907;237.947;1.549401906291025;1310.465;22.913;9;L;350.432;0.05235987755982989;350.432;0.05235987755982989;;;240.1824;237.744
KSBN;0.7278822458914779;-1.5064637981573303;237.947;1.550215927854155;2562.08;44.599;9;R;;;;;;;240.792;234.3912
KSBN;0.727959780549679;-1.5065528059943878;237.947;3.1196486289044687;2161.784;45.31;18;;;;;;;;243.2304;231.34320000000002
KSBO;0.569136569542582;-1.4376271671172485;98.4504;2.26268550845702;1833.081;27.718;14;;611.741;0.05235987755982989;611.741;0.05235987755982989;;;98.7552;98.1456
KSBP;0.6150091922757329;-2.1055861604237776;55.702;2.179486710212002;1852.0;45.72;11;;381.785;0.05235987755982989;473.225;0.05759586531581287;243.84;152.4;48.971;66.017
KSBP;0.6149995428680821;-2.1056717274775125;55.702;1.5656974346516577;758.513;30.48;7;;;;;;;;49.3776;57.607200000000006
KSBS;0.7071423041382271;-1.8651691811849147;2096.4144;2.670735109992885;1355.771;30.48;14;;;;189.185;0.06981317007977318;;183.9;2095.5;2097.613
KSBU;0.7608574434408151;-1.642224156359274;333.984;2.814061373633734;1035.747;22.86;16;;;;;;;;332.8416;337.41360000000003
KSBU;0.7609184471247206;-1.6422421092899426;333.984;0.6140859989864756;726.205;60.96;3;;;;;;;;333.1464;332.5368
KSBX;0.8471808453284263;-1.9525026753412085;1044.701;2.252162394797971;1128.434;15.017;11;;259.417;0.05235987755982989;259.417;0.05235987755982989;;;1042.416;1045.1592
KSBX;0.847204076467525;-1.9525361859180113;1044.701;1.1365872068313654;1524.905;22.86;5;;457.653;0.05235987755982989;457.653;0.05235987755982989;;;1041.8064;1049.4264
KSBY;0.6691727335246334;-1.3178586179259588;14.630400000000002;2.2147559746704526;1950.674;30.48;14;;670.537;0.05235987755982989;;;;;14.020800000000001;16.154400000000003
KSBY;0.6691494614238284;-1.3179279251328821;14.630400000000002;0.6358983211264447;1524.189;30.48;5;;457.295;0.05235987755982989;457.295;0.05235987755982989;;;13.411200000000001;14.9352
KSCA;0.7023593988081649;-1.4686167498587113;316.763;1.6438194017151826;1522.295;21.116;10;;456.348;0.05235987755982989;456.348;0.05235987755982989;;;316.992;317.2968
KSCA;0.7023127258697639;-1.4687299524102424;316.763;3.8358518178432;972.966;11.431;23;;;;;;;;317.2968;315.468
KSCB;0.7262929258384898;-1.686440406676913;402.107;3.132539979825549;1286.737;22.86;17;;;;;;;;401.7264;402.0312
KSCB;0.7261630713781017;-1.6866016709637415;402.107;2.347121047010002;974.377;18.97;12;;;;;;;118.229;402.9456;401.553
KSCD;0.5789577881443296;-1.5063159381012226;170.23;1.5807267266399687;1644.552;27.484;9;;517.476;0.05235987755982989;517.476;0.05235987755982989;;;173.43120000000002;167.03040000000001
KSCK;0.6614084889241093;-2.1160929785092097;8.458;2.2287399889697443;1354.148;20.836;11;R;;;;;;;7.9248;7.9248
KSCK;0.6613651221805675;-2.1159723014215723;8.458;2.2287034243219153;3248.217;44.353;11;L;1012.884;0.05235987755982989;1013.44;0.05235987755982989;306.424;305.869;8.053;9.859
KSCR;0.6231580672976579;-1.387611129310419;185.0136;0.5448869928171867;1524.127;20.0;4;;457.264;0.06981317007977318;457.264;0.05235987755982989;;;182.5752;187.452
KSCT;0.629555109623005;-1.3486345210010915;8.354;5.1074823047513;521.74;15.0;30;;;;;;;;8.322;8.387
KSCU;0.7603898538609751;-1.2263506811788034;25.401;3.73891239146308;318.554;27.761;23;;;;;;;;26.41;24.393
KSCX;0.6362718522137228;-1.4762998005552785;467.41;0.8080667266151534;1677.41;22.86;5;;593.421;0.05235987755982989;593.975;0.05235987755982989;;;470.916;463.90560000000005
KSDA;0.71127846508879;-1.6653164313728377;293.37;2.1866909057654587;1048.067;22.86;12;;;;219.234;0.061086523819801536;;;290.1696;295.3512
KSDA;0.7112293285963437;-1.665258172123249;293.37;0.7528216452688516;1521.326;22.86;4;;455.863;0.05235987755982989;455.863;0.05235987755982989;;;292.9128;295.0464
KSDC;0.7545860189650985;-1.345988652252895;128.473;1.5424866499952357;1155.167;16.596;10;;272.783;0.05235987755982989;272.783;0.05235987755982989;;;129.23520000000002;127.7112
KSDF;0.6662957646816189;-1.496226515901052;145.948;2.879121314028626;2615.525;45.72;17;L;979.6272;0.05235987755982989;942.7464;0.05235987755982989;102.167;139.541;152.454;143.07
KSDF;0.6662132678052928;-1.4965076146347043;145.948;2.887899098435681;3623.791;44.246;17;R;1296.924;0.05235987755982989;1296.924;0.05235987755982989;259.71;316.992;148.447;139.752
KSDF;0.666308187781948;-1.4963683994491663;145.948;1.9403251154758447;2209.089;45.72;11;;;;;;;;145.3896;146.304
KSDL;0.5868300253574651;-1.953207505370685;450.342;0.765349950252225;2514.914;29.887;3;;726.203;0.06981317007977318;830.737;0.06981317007977318;226.454;121.92;439.478;460.346
KSDM;0.5684740549061882;-2.0416724788862073;157.124;1.6687766675409055;970.517;22.86;8;R;;;;;;;158.8008;154.5336
KSDM;0.5685013236991857;-2.041695706124192;157.124;1.6689831399914166;2428.793;45.72;8;L;;;;;;;160.3248;154.8384
KSDY;0.8326929824222119;-1.8184070867045523;602.818;2.0438942448328348;1224.522;30.48;11;;;;307.461;0.06981317007977318;;;603.8088;599.2368
KSDY;0.8326058334663938;-1.818571034958417;602.818;0.4125002783949128;1737.262;30.48;1;;563.831;0.05235987755982989;563.831;0.05235987755982989;;;604.4184;603.8088
KSEA;0.82817436787235;-2.134731584733401;118.973;3.1476122941799214;2870.716;45.72;16;C;992.649;0.05235987755982989;1072.152;0.05235987755982989;;;130.7592;110.64240000000001
KSEA;0.8281148856232471;-2.1346758378017943;118.973;3.147677744026871;3624.196;45.72;16;L;1352.402;0.05235987755982989;1376.93;0.04799655442984406;;;131.6736;105.7656
KSEA;0.8281969553274939;-2.1348514737958335;118.973;3.147559410703586;2588.732;45.72;16;R;854.641;0.05235987755982989;915.0;0.05235987755982989;;;126.492;108.50880000000001
KSEB;0.7957125667937508;-1.7463616248304525;526.984;3.133617895171581;615.414;15.0;17;;;;;;;;526.576;527.393
KSEC;0.6165787570829787;-1.6022510238588092;68.0;1.6235839845543905;539.068;17.524;9;;;;;;;;68.371;67.643
KSEE;0.5729322801977379;-2.04154476418733;113.538;1.7829395265784806;834.07;17.915;9;R;;;;;;;111.55680000000001;115.82400000000001
KSEE;0.5728838107959355;-2.0415544701611466;113.538;3.135045574499712;1263.444;29.301;17;;;;;;137.16;210.058;111.619;116.657
KSEE;0.5729554762268028;-2.0415597912818404;113.538;1.782747365827836;1628.758;30.48;9;L;509.579;0.061086523819801536;;;;216.628;109.42320000000001;117.501
KSEF;0.47922197879896883;-1.4196802441653942;17.221;2.3556879956434162;1517.657;27.989;14;;;;;;88.08720000000001;;16.403;17.3736
KSEF;0.47918815613297616;-1.4197039083282443;17.221;6.279514879762642;1590.9;28.98;1;;490.65;0.05235987755982989;490.65;0.05235987755982989;;;17.0688;17.9832
KSEG;0.7124657576985786;-1.3415328846637185;137.0;2.772996045262335;1449.94;19.785;17;;;;;;120.687;76.2;139.362;134.786
KSEI;0.7102561779349981;-1.3427107872899957;234.323;1.5272962641169656;739.7496;25.0;10;;;;;;;;240.421;228.226
KSEL;0.6342214145304772;-2.0501985371012315;592.273;1.392038483075161;573.989;16.534;7;;;;;;;;611.717;572.83
KSEM;0.5645078967397807;-1.5182236075282125;50.444;2.547645764495985;2438.937;45.72;15;;914.669;0.05235987755982989;914.669;0.05235987755982989;;;50.5968;50.292
KSEM;0.5643789317335849;-1.51822272587625;50.444;2.547998844603663;3038.609;43.125;14;;1214.504;0.05235987755982989;1214.504;0.05235987755982989;;;50.444;50.444
KSEP;0.562263634114377;-1.7135244272693693;397.764;2.6061816641469218;1280.453;22.86;14;;;;;;;;402.6408;392.8872
KSEQ;0.5160001840388415;-1.7087217881496963;160.02;2.354802241048029;2505.72;43.103;13;;;;;;;;162.435;157.605
KSEQ;0.5159991892545475;-1.708875811967311;160.02;6.280658419488549;1426.895;43.087;36;;;;;;;;158.171;161.869
KSER;0.6793449471353034;-1.4994852732032786;174.34560000000002;2.3438398280162525;1624.899;30.48;14;;507.649;0.05235987755982989;507.649;0.05235987755982989;;;177.69840000000002;173.73600000000002
KSER;0.6793457137043769;-1.4992504729009988;174.34560000000002;0.7693975084139398;1666.145;29.61;5;;;;528.273;0.05235987755982989;;;173.12640000000002;176.17440000000002
KSET;0.6794267301076067;-1.5783167556166573;132.8928;3.1533785129626604;1154.767;20.203;18;;272.583;0.05235987755982989;272.583;0.05235987755982989;;;133.1976;133.1976
KSET;0.6794976816344511;-1.578268888937104;132.8928;1.5837730243163997;606.335;19.572;9;;;;;;;;132.2832;132.8928
KSEZ;0.6082225280524984;-1.9510762014771323;1457.8584;0.7972440970031692;1561.14;29.425;3;;614.804;0.05235987755982989;459.809;0.061086523819801536;;;1443.5328000000002;1472.184
KSFB;0.5023364414034013;-1.4178844049424346;12.954;1.5685411868683947;3355.256;45.72;9;L;1068.028;0.05235987755982989;1372.828;0.05235987755982989;304.8;;17.495;9.4488
KSFB;0.5021304566861682;-1.4176608632576928;12.954;1.569214534893814;2025.949;22.86;9;R;;;;;502.0056;;12.654;7.315200000000001
KSFB;0.5022190510050486;-1.4178141926768595;12.954;3.1395380519943457;1829.656;45.72;18;;;;;;;;14.630400000000002;13.1064
KSFB;0.5022788960578352;-1.4179035672187155;12.954;1.5689909582166335;1090.652;22.86;9;C;240.526;0.06981317007977318;240.526;0.05235987755982989;;;15.8496;14.630400000000002
KSFF;0.8322283830469259;-2.047616592021426;594.893;0.9446051779021939;806.0;22.86;4;R;;;;;;;594.36;595.5792
KSFF;0.8322220339824619;-2.047690151443567;594.893;0.944445201022956;1373.899;43.704;4;L;382.149;0.05235987755982989;382.149;0.06283185307179587;;;593.1408;596.4936
KSFM;0.75742118346108;-1.2340539162437496;72.161;2.0767440640690014;1523.714;30.48;14;;187.309;0.06981317007977318;457.057;0.05235987755982989;269.748;;74.483;70.4088
KSFM;0.7573205932139495;-1.234113845170506;72.161;1.0165902357031489;1946.065;28.698;7;;668.233;0.05235987755982989;549.97;0.05235987755982989;;118.2624;73.4568;70.861
KSFO;0.6565437011433143;-2.135877927340315;3.048;0.484512231719641;2328.703;50.0;1;L;;;807.0;0.05235987755982989;207.774;;3.076;2.7432000000000003
KSFO;0.6565374398539351;-2.1358309813238723;3.048;0.48389330306029876;2633.23;59.77;1;R;;;917.0;0.05235987755982989;183.317;;3.3528000000000002;3.3528000000000002
KSFO;0.6566126396948817;-2.1358509004164397;3.048;2.057686813966475;3613.289;60.96;10;L;1337.0;0.05235987755982989;1298.0;0.05235987755982989;;92.669;1.8288000000000002;4.018
KSFO;0.656575364542222;-2.1358593580334957;3.048;2.057982647274688;3469.279;60.96;10;R;1339.0;0.05759586531581287;1226.0;0.04974188368183839;;94.198;2.1336;4.012
KSFQ;0.640245681922538;-1.336974533357709;20.574;1.109381956929074;1551.959;30.48;7;;470.3064;0.05235987755982989;487.0704;0.05235987755982989;351.0;66.172;20.7264;20.4216
KSFQ;0.6402233226826144;-1.3368903863097894;20.574;0.5217744352910667;1520.691;26.873;4;;611.124;0.05235987755982989;611.124;0.05235987755982989;;;20.1168;21.031200000000002
KSFQ;0.6402551616316917;-1.3370010843455689;20.574;2.5571028310479162;970.74;37.978;16;;470.3064;0.05235987755982989;487.0704;0.05235987755982989;;;20.574;20.574
KSFY;0.7338386982530559;-1.5726801985761942;186.69;2.365004563190562;1216.534;22.86;13;;;;;;;;186.5376;186.8424
KSFZ;0.7316089243683093;-1.247773037155441;129.84480000000002;2.436893627882657;978.608;22.86;15;;;;;;;;129.84480000000002;134.112
KSFZ;0.7316848790749848;-1.2477525016867228;129.84480000000002;0.5578421006158426;1524.283;30.48;5;;;;457.342;0.04363323129985824;;;127.7112;127.7112
KSGF;0.6500761988315974;-1.629998366618439;385.114;2.4766091186105634;2434.452;44.86;14;;990.6;0.05235987755982989;990.6;0.05235987755982989;;;384.048;386.4864
KSGF;0.6500405855538757;-1.6298718612651737;385.114;0.3788294039187307;2129.927;45.083;2;;793.6992;0.05235987755982989;793.6992;0.05235987755982989;;;385.2672;384.6576
KSGH;0.6952873134159929;-1.4633377065901316;317.83;2.5176828245623724;1668.593;30.48;15;;;;529.497;0.05235987755982989;;;317.6016;317.2968
KSGH;0.6953795299200376;-1.4632562435092482;317.83;0.9436713569392068;2737.278;45.72;6;;1063.839;0.05235987755982989;1063.839;0.048869219055841226;;;320.3448;316.0776
KSGJ;0.5228262885334929;-1.4196075741974459;2.387;1.0780534713887007;823.987;21.95;6;;107.193;0.05235987755982989;;;;;3.048;1.8288000000000002
KSGJ;0.5229166266507238;-1.419660254852759;2.387;2.207005141995271;2437.015;43.761;13;;591.229;0.05235987755982989;669.616;0.05235987755982989;322.4784;244.092;3.258;1.669
KSGJ;0.5228597718024911;-1.4196446972066254;2.387;0.36648638308874926;835.917;21.759;2;;;;;;40.264;;2.7432000000000003;1.8288000000000002
KSGR;0.5170058875532867;-1.6695216381556268;23.622;3.0597272868932985;2438.524;27.047;17;;797.829;0.05235987755982989;;;116.633;609.191;24.833;21.804
KSGS;0.7829047950815069;-1.623729743143205;249.936;2.835953038441499;1219.858;29.66;16;;;;305.129;0.05235987755982989;;;250.2408;249.6312
KSGT;0.6038130764497115;-1.5983517347025264;67.208;3.1740744526998843;1833.284;30.48;18;;611.842;0.05235987755982989;;;;;67.056;67.9704
KSGT;0.6039502513521682;-1.5982054584990593;67.208;1.6022937602068628;1521.0;41.735;9;;;;455.696;0.061086523819801536;;;67.056;66.7512
KSGU;0.6464072353988293;-1.9811285881825231;871.1184000000001;0.3997388497833507;2824.823;45.72;1;;1107.611;0.05235987755982989;;;;;863.1936000000001;879.0432000000001
KSHA;0.5861165075451557;-1.582862475112692;38.414;1.7057793057459745;1141.971;39.986;10;;;;;;;;38.558;38.272
KSHB;0.5932761515102078;-1.5870088218742018;48.148;4.70574224299432;377.894;8.57;27;;;;;;;;48.194;48.103
KSHC;0.7017689943297342;-1.5192932230077048;231.661;3.1452965913283757;517.099;25.0;18;;;;;;;;230.717;232.606
KSHD;0.6678297630245215;-1.3770023906976827;361.95;0.6641094217299531;1827.248;45.72;5;;608.824;0.05235987755982989;608.824;0.05235987755982989;;;357.83520000000004;366.0648
KSHE;0.8517153062069228;-1.746386443723307;511.029;3.15458121935021;423.493;25.0;18;;;;;;;;512.458;509.601
KSHF;0.617620302090366;-1.4246360800663278;309.543;4.238713602710437;475.906;19.365;25;;;;;;;;313.34;305.747
KSHI;0.6442208926260198;-1.903560918747266;1650.805;3.8388977664537807;788.893;25.0;21;;;;;;;;1639.699;1661.912
KSHL;0.7541288863236891;-1.6726089882723418;431.59680000000003;2.7130663256707552;1278.668;22.86;15;;334.534;0.05235987755982989;334.534;0.05235987755982989;;;432.51120000000003;430.68240000000003
KSHM;0.6966522979073617;-1.5644250961961401;184.155;3.1415900355959154;355.182;25.0;18;;;;;;;;184.157;184.153
KSHN;0.8243811792879628;-2.1493320533205704;81.0768;1.1841439382897068;1523.796;30.48;5;;;;457.098;0.05235987755982989;;;78.9432;83.2104
KSHN;0.8244847070745964;-2.149374645692809;81.0768;0.18759744768889636;1514.796;55.918;36;;;;452.598;0.05235987755982989;;;81.0768;81.0768
KSHR;0.7813244514938532;-1.867176398416426;1215.313;2.729460726933514;2527.96;29.609;15;;959.18;0.05235987755982989;;;;;1223.4672;1211.5800000000002
KSHR;0.7814442878912344;-1.86712764228268;1215.313;1.1856381146623394;1531.145;21.172;6;;;;;;;;1225.6008000000002;1200.6072000000001
KSHY;0.5928885542909421;-1.5868116283193463;47.36;0.6540530614727647;778.635;25.0;4;;;;;;;;46.955;47.767
KSIE;0.46748682447411605;-1.7332419102197734;126.642;2.137951539205966;1056.305;20.87;12;;;;;;;;126.106;127.178
KSIF;0.6359495713608603;-1.3936632721188407;206.3496;2.1762644833469698;1581.432;26.541;13;;424.92;0.06981317007977318;485.916;0.06544984694978735;61.0;;209.677;203.6064
KSII;0.5356851102350308;-1.8413949600817494;1541.275;3.7869956887567486;1010.355;37.105;21;;;;;;;;1546.339;1536.213
KSIK;0.6440072246630344;-1.5631478867895274;95.554;0.4164636942333892;1673.945;24.909;3;;532.173;0.05235987755982989;532.173;0.05235987755982989;;;95.4024;95.7072
KSIL;0.7857305910501087;-2.143345261988586;63.711;0.012268718673065554;639.916;24.539;36;;;;;;;;64.493;62.931
KSIM;0.5400892426676815;-1.6020321557096915;12.419;1.577311291826741;900.31;25.0;9;;;;;;;;13.381;11.458
KSIV;0.6826803769493432;-1.5262619639656423;163.3728;3.153858653039884;1326.522;22.86;18;;358.461;0.05235987755982989;358.461;0.05235987755982989;;;163.6776;163.068
KSIY;0.7292236364400642;-2.137472156946377;805.129;3.3340261991964555;2280.463;38.603;17;;;;;;;;808.0248;802.2336
KSJC;0.6521182861784462;-2.1280401272187657;14.325600000000001;2.424665153011484;3351.704;45.72;12;L;872.7;0.05235987755982989;472.196;0.05235987755982989;398.3736;775.832;10.635;18.601
KSJC;0.652096260483845;-2.128071905700562;14.325600000000001;2.425017534987462;3353.705;41.841;12;R;867.881;0.05235987755982989;474.201;0.05235987755982989;397.309;775.566;10.534;19.424
KSJN;0.6024869002491496;-1.909008139078238;1747.494;2.5907625528701783;1620.721;22.86;14;;505.56;0.05235987755982989;477.519;0.05235987755982989;;28.041600000000003;1747.689;1748.654
KSJN;0.6024246033456621;-1.9090380294204334;1747.494;0.6432431553110275;1034.192;18.288;3;;;;;;57.912000000000006;;1745.445;1748.028
KSJS;0.6588788460914744;-1.4422824767324371;364.388;0.545780374501405;1523.51;26.641;3;;456.955;0.06981317007977318;456.955;0.05235987755982989;;;356.61600000000004;372.1608
KSJT;0.5473428293801119;-1.7539702344529169;580.491;1.7023440614457368;1343.662;22.6;9;;;;;;;;579.7296;578.5104
KSJT;0.5472968235323551;-1.754041663866334;580.491;3.2685904894136093;2453.156;45.72;18;;648.291;0.05235987755982989;921.778;0.05235987755982989;273.487;;578.046;584.9112
KSJT;0.5472591738726672;-1.7539405781776143;580.491;0.7508546068419766;1810.099;44.297;3;;;;;;;;583.9968;576.9864
KSJX;0.7974666757908598;-1.4934660948155765;203.047;1.583868842892334;1310.226;22.86;9;;350.313;0.05235987755982989;350.313;0.06981317007977318;;;204.216;203.3016
KSJX;0.7974796489483869;-1.4933593603125133;203.047;2.319852546375618;1005.12;41.661;14;;;;;;;;202.242;203.156
KSJX;0.797507924229023;-1.493418384180618;203.047;0.7753185029947456;631.228;41.428;5;;;;;;;;202.9968;202.027
KSKA;0.8310394870789225;-2.0534812238421196;743.254;1.1632556632689135;4233.636;45.051;5;;1812.018;0.05235987755982989;1812.018;0.05235987755982989;;;750.4176;736.092
KSKF;0.5128517151553318;-1.7205651047856576;205.74;2.831728992585822;3523.022;43.676;16;;1456.711;0.05235987755982989;;;;;210.312;201.168
KSKI;0.7396364064480165;-1.6577042951425234;378.5616;3.151952928029632;1249.725;22.86;18;;320.063;0.05235987755982989;320.063;0.05235987755982989;;;379.7808;376.428
KSKI;0.7396851099167115;-1.6577112313247766;378.5616;2.5736424437044407;716.242;18.288;14;;53.321;0.05235987755982989;53.321;0.05235987755982989;;;381.0;377.0376
KSKX;0.636127163764011;-1.8443559296808754;2150.287;2.400244157051729;2617.129;30.48;13;;1003.764;0.05235987755982989;1003.764;0.061086523819801536;;;2147.9256;2141.2200000000003
KSKX;0.6363195316397623;-1.844324502299418;2150.287;0.9776504391079986;1676.191;22.86;4;;533.296;0.05235987755982989;533.296;0.061086523819801536;;;2149.4496;2162.556
KSKY;0.7231467274038392;-1.4425479554021179;175.704;1.491997678127081;1085.285;19.589;9;;;;237.842;0.05235987755982989;57.048;;175.784;175.625
KSKY;0.7231507826127549;-1.442565096900892;175.704;6.208858017522455;789.759;11.326;36;;;;;;123.243;;176.359;175.05
KSLB;0.7435217237613636;-1.6622452708828663;450.18960000000004;2.3428620945692855;922.562;15.24;13;;;;;;50.292;;450.365;447.14160000000004
KSLB;0.7434100328918478;-1.6622750832027642;450.18960000000004;3.0532063877419975;1523.431;20.45;17;;456.916;0.05235987755982989;456.916;0.05235987755982989;;;451.10400000000004;451.10400000000004
KSLB;0.74350449058639;-1.6622586673113575;450.18960000000004;1.1444266324193781;602.24;28.956000000000003;6;;;;;;;;453.54240000000004;448.05600000000004
KSLC;0.7119382586975566;-1.954333195475434;1288.0;3.054055141357242;3655.746;43.299;16;L;1422.173;0.05235987755982989;1407.823;0.05235987755982989;;;1288.9992;1287.4752
KSLC;0.7119440928148566;-1.9547232757543198;1288.0;3.053986898983489;3654.964;43.765;16;R;1408.181;0.05235987755982989;1423.167;0.05235987755982989;;;1287.1704;1288.9992
KSLC;0.711845808126619;-1.9541068918013587;1288.0;3.141342373375057;2922.948;41.985;17;;1047.927;0.05235987755982989;924.776;0.05235987755982989;;99.988;1286.8656;1288.442
KSLC;0.7117305769953514;-1.9541900401638697;1288.0;2.6706490652607617;1635.239;43.0;14;;561.22;0.05235987755982989;417.167;0.05235987755982989;;146.886;1287.78;1288.3896
KSLE;0.783810944094822;-2.146815256859229;62.102;3.154957686869865;1567.581;30.48;16;;479.0;0.05235987755982989;479.0;0.06981317007977318;;;59.7408;64.31280000000001
KSLE;0.7838268021268012;-2.14678421178703;62.102;2.6210869504918786;1770.833;44.521;13;;580.617;0.05235987755982989;;;;;59.436;64.92240000000001
KSLG;0.6316666212102237;-1.6491615245513624;360.57840000000004;3.2342682406072907;1523.672;20.0;18;;457.036;0.05235987755982989;457.036;0.05235987755982989;;;363.01680000000005;358.14000000000004
KSLH;0.7967905384613119;-1.4751351149062082;193.2432;2.88219222084751;570.737;18.288;17;;;;;;;;192.9384;193.8528
KSLH;0.7968159405708403;-1.4751418170215687;193.2432;1.5691475142505376;1218.846;22.86;10;;304.623;0.05235987755982989;304.623;0.05235987755982989;;;195.072;191.1096
KSLI;0.5897483772271059;-2.0603513602204;7.9248;4.099649607635882;2440.89;59.502;22;L;944.88;0.05235987755982989;944.88;0.05235987755982989;;;10.972800000000001;6.4008
KSLI;0.5897460072998175;-2.0604329403347292;7.9248;4.099560770376956;1798.754;45.228;22;R;;;;;;;8.2296;6.096
KSLL;0.77278582583725;-1.839948824598688;1383.366;5.41240040078682;146.9136;10.586;30;;;;;;;;1385.062;1381.671
KSLL;0.7727890149986627;-1.8399542003349896;1383.366;1.6023284922589773;204.581;13.645;8;;;;;;;;1382.324;1384.409
KSLN;0.6769707364227545;-1.7044631360930778;385.419;2.313357129031396;1982.301;30.48;12;;686.351;0.05235987755982989;686.351;0.05235987755982989;;;383.4384;387.7056
KSLN;0.6770747147881565;-1.7042427465091572;385.419;3.1396762820711035;3748.805;45.72;17;;1569.603;0.05235987755982989;;;;;379.7808;387.4008
KSLN;0.6769813689113546;-1.7045141626756826;385.419;3.139858668977937;1366.183;22.86;18;;;;;;56.625;;382.2192;392.5824
KSLN;0.6770057996432783;-1.7043358505168367;385.419;0.8510625113123058;1161.359;22.86;4;;;;;;14.273;38.754;387.4008;382.8288
KSLO;0.6744454062726173;-1.5527184356143564;173.12640000000002;3.1489305413639532;1237.252;19.964;18;;313.826;0.05235987755982989;313.826;0.05235987755982989;;;174.65040000000002;171.60240000000002
KSLP;0.7739671029278965;-1.6557095068630134;312.389;0.006298895539375563;498.498;17.306;36;;;;;;;;313.578;311.2008
KSMD;0.7180830471326594;-1.4861975297725718;252.755;2.2378564545181487;889.757;18.193;13;;;;;;91.1352;30.087;254.869;251.338
KSMD;0.7180916432392931;-1.486195766468647;252.755;0.8820329600099247;951.193;28.903;5;;;;143.869;0.06981317007977318;61.2648;26.928;252.701;252.365
KSME;0.6467073384136101;-1.4768200844443338;279.8064;0.7465969633981989;1768.229;28.793;5;;419.108;0.05235987755982989;487.875;0.05235987755982989;160.207;91.44;278.336;281.172
KSMF;0.6753645694051654;-2.1223429000397185;7.391;3.1552694026742714;2619.941;45.72;17;R;;;1005.17;0.05235987755982989;;;7.62;7.010400000000001
KSMF;0.6753608418898995;-2.121976078207736;7.391;3.154666042351857;2621.496;45.72;17;L;1005.948;0.05235987755982989;1005.948;0.05235987755982989;;;8.2296;6.7056000000000004
KSMM;0.6944499157007312;-1.728596595260902;550.823;6.115798632602444;800.377;11.621;35;;;;;;;;549.534;552.112
KSMN;0.7875500749303441;-1.9876062177884632;1231.392;3.2776745791043895;1678.5336;22.86;17;;534.467;0.061086523819801536;;;;;1230.1728;1232.6112
KSMO;0.5936881736097249;-2.067365541364437;45.262;0.7754386689137455;1516.0;44.467;3;;624.814;0.059341194567807204;526.248;0.061086523819801536;;;38.7096;51.816
KSMQ;0.7090525708627895;-1.303247327646118;29.819;1.9030550055629074;830.27;18.944;12;;;;;;;61.735;25.2984;31.217
KSMS;0.5933079319425618;-1.4025679569394678;55.092;2.341994840463969;878.112;36.576;14;;;;;;;;55.168800000000005;55.168800000000005
